,SDM_TRACES
508,TRACE_CONFIG_AES_EFUSE_ROOT_FAILURE
509,TRACE_CONFIG_AES_DECRYPT_KEY_FAILURE
510,TRACE_CONFIG_AES_AES_BUSY
511,TRACE_CONFIG_AES_AES_FAILURE
512,TRACE_CONFIG_AES_AES_RESOURCE_UNAVAILABLE
513,TRACE_CONFIG_AES_INVALID_PARAM
514,TRACE_CONFIG_AES_ENC_DISABLED_FOR_SECTION
515,TRACE_CONFIG_AES_ERROR_ENC_ENABLED_USER_AUTH_DISABLED
516,TRACE_CONFIG_AES_ENC_ENABLED_FOR_SECTION
517,TRACE_CONFIG_AES_KEY_UPDATE_CHECK_FAILURE
518,TRACE_CONFIG_AES_SECTION_KEY_KV_SLOT_FAILURE
519,TRACE_CONFIG_AES_EXPECTED_NONZERO_KEY_UPDATE_RATIO
520,TRACE_CONFIG_AES_FAILURE
521,TRACE_CONFIG_AES_INVALID_ROOT_KEY_SLCT
522,TRACE_CONFIG_AES_INVALID_KEY_UPDATE_RATIO
523,TRACE_SECTION_TYPE_NOT_ACCEPT
524,TRACE_SECTION_TYPE_HPS_DEBUG
525,TRACE_SECTION_TYPE_FPGA_DEBUG
526,TRACE_SEND_REDUNDANCY_CBSSM
527,TRACE_INCOMPATIBLE_CMF_TYPE
528,TRACE_BAD_JTAG_ID
529,TRACE_SUBDEVICE_ID_MISMATCH
530,TRACE_INTERNAL_DATA_STRUCTRURE_HASH_MISMATCH
531,TRACE_FIRMWARE_FILE_HASH_MISMATCH
532,TRACE_CMF_SECURITY_OPTIONS_ON_CHECK_FAILURE
533,TRACE_CMF_DESIGNHASH_ERROR
534,TRACE_CMF_DESIGNHASH
535,TRACE_CMF_KEYS_FIFO_INIT_FROM_UNEXPECTED_STATE
536,TRACE_CMF_KEYS_FIFO_INVALID_STATE
537,TRACE_CMF_KEYS_FIFO_INVALID_PARAM
538,TRACE_CMF_KEYS_FIFO_INVALID_AES_CONTEXT_ID
539,TRACE_CMF_KEYS_FIFO_INVALID_KEY_TYPE
540,TRACE_CMF_KEYS_FIFO_INVALID_DATALVL
541,TRACE_CMF_KEYS_FIFO_INSUFFICENT_KEYS
542,TRACE_CMF_KEYS_FIFO_FREE_CONTEXT_FAILURE
543,TRACE_CMF_KEYS_FIFO_FLUSH_FAILURE
544,TRACE_CMF_KEYS_FIFO_GET_KEY_FAILURE
545,TRACE_CMF_KEYS_FIFO_PACKETS_FAILURE
546,TRACE_CMF_KEYS_FIFO_PROCESS_KEYS_BLOCK_FAILURE
547,TRACE_CMF_KEYS_FIFO_PROCESS_NEXT_KEYS_KEY_FAILURE
548,TRACE_CMF_KEYS_FIFO_AES_RESOURCE_UNAVAILABLE
549,TRACE_CMF_KEYS_FIFO_AES_FAILURE
550,TRACE_CMF_KEYS_FIFO_AES_INVALID_CONTEXT
551,TRACE_PMF_ERROR_INIT_ENTRY
552,TRACE_PMF_ERROR_INIT
553,TRACE_PMF_ERROR_I2C_OPEN
554,TRACE_PMF_ERROR_SET_VOUT_MODE
555,TRACE_PMF_ERROR_VOLTAGE_UPDATE
556,TRACE_PMF_ERROR_VOUT_POLLING
557,TRACE_PMF_ERROR_VOUT_COMMAND_TIMEOUT
558,TRACE_PMF_ERROR_PMBUS
559,TRACE_PMF_ERROR_TIMEOUT
560,TRACE_PMF_VOUT_MODE_AUTO
561,TRACE_PMF_VOUT_MODE_EXPONENT
562,TRACE_PMF_PAGE_SUPPORT
563,TRACE_PMF_VOUT_READ
564,TRACE_PMF_VID_VOLTAGE_MV
565,TRACE_PMF_PMBUS_DATA_WRITE
566,TRACE_PMF_PMBUS_DATA_READ
567,TRACE_PMF_BYPASSED
568,TRACE_PMF_INIT_REENTRY
569,TRACE_PMF_STATE_INIT
570,TRACE_PMF_STATE_MONITOR
571,TRACE_PMF_STATE_PAUSED
572,TRACE_PMF_STATE_DISABLED
573,CMF_ATT_ENTRY_EVENT
574,CMF_ATT_EXIT_EVENT
575,CMF_ATT_WIPE_EVENT
576,CMF_ATT_INFO
577,CMF_ATT_TYPE
578,CMF_ATT_LENGTH
579,CMF_ATT_INTERFACE
580,CMF_ATT_ADI
581,CMF_PARSE_MAIN_DESC
582,CMF_RESUME_CONF
583,CMF_ATT_INIT
584,CMF_ATT_HANDOFF_TO_LOCAL
585,ATT_ENTRY_DEBUG_18
586,ATT_ENTRY_DEBUG_19
587,ATT_HANDOFF_MAGIC
588,ATT_HANDOFF_SIZE
589,ATT_HANDOFF_RESULT
590,ATT_HANDOFF_NUM_OF_ENTRIES
591,ATT_LOG_CONFIG_STATE
592,TRACE_POWER_TABLE_ERROR
593,TRACE_POWER_TABLE_PMF_NOT_SUPPORTED
594,TRACE_POWER_TABLE_SKIPPED
595,TRACE_PUF_ENROLLMENT_FAILURE
596,TRACE_PUF_FAILURE
597,TRACE_PUF_KEY_DERIVATION_FAILURE
598,TRACE_PUF_KEY_WRAP_FAILURE
599,TRACE_IID_PUF_NOT_ACTIVATED
600,TRACE_KEY_CHALLENGE_CRC_MATCH
601,TRACE_KEY_CHALLENGE_CRC_DID_NOT_MATCH
602,TRACE_PACKET_GET_KEYS
603,TRACE_GET_KEYS_BLOCK
604,TRACE_GET_KEY_FROM_BLOCK
605,TRACE_SSBL_SYNC_BLOCK_INBUF_PB_ERROR
606,TRACE_SSBL_SYNC_BLOCK_INBUF_ERROR
607,TRACE_SDM_VERIFY_HASH
608,TRACE_ACTION_VERIFY_HASH
609,TRACE_IID_PUF_ACT_FAIL
610,TRACE_MBOX_SENSE_VR
611,OPERATION_DM_RELEASE_RESET
612,TRACE_DMA_STALL
613,TRACE_SDOS_INVALID_ADDR
614,TRACE_SDOS_INVALID_PARAM
615,TRACE_SDOS_INVALID_SRC
616,TRACE_SDOS_KEY_ALLOC_FAILURE
617,TRACE_SDOS_WRAPPED_SERVICE_ROOT_KEY_FAILURE
618,TRACE_SDOS_SERVICE_ROOT_KEY_FAILURE
619,TRACE_SDOS_AES_KEY_FAILURE
620,TRACE_SDOS_HMAC_KEY_FAILURE
621,TRACE_SDOS_DEVICE_STATE_FAILURE
622,TRACE_SDOS_DEVICE_UNSUPPORTED
623,TRACE_SDOS_ENCRYPTION_FAILURE
624,TRACE_SDOS_DECRYPTION_FAILURE
625,TRACE_HPS_ERROR_FPGA_FIRST
626,TRACE_HPS_RAM_REPAIR
627,TRACE_PLL_ERROR
628,TRACE_PLL_INFO
629,TRACE_OS_FLAG_CREATE_FAIL
630,TRACE_OS_FLAG_POST_FAIL
631,TRACE_OS_FLAG_PEND_FAIL
632,TRACE_MPU_INIT
633,TRACE_PME_FLOW_CONTROL_RESET
634,TRACE_PME_ASSERT_EMPTY_HOLDOFF
635,TRACE_PME_BLOCK_NUMBER
636,TRACE_PME_DC0_COUNTER_INCREMENT_ALMOST_EMPTY_ZERO
637,TRACE_PME_DC1_COUNTER_INCREMENT_ALMOST_EMPTY_ZERO
638,TRACE_PME_LAST_BLOCK_IN_SGA_IN_TRACKER
639,TRACE_PME_ALMOST_EMPTY_ASSERT
640,TRACE_PME_EMPTY_ASSERT_TIMESTAMP
641,TRACE_PME_IB_COUTER
642,TRACE_PME_EMPTY_IB_MOVE_POLLSTART
643,TRACE_PME_EMPTY_IB_MOVE_POLLDONE
644,TRACE_PME_ALMOST_EMPTY_DEASSERT
645,TRACE_PME_ASSERT_EMPTY_HOLDOFF_SECOND_TO_LAST_BLOCK
646,TRACE_PME_ASSERT_EMPTY_HOLDOFF_SGA_LAST_BLOCK
647,TRACE_PME_DC0_COUNTER_DECREMENT
648,TRACE_PME_DC1_COUNTER_DECREMENT
649,TRACE_PME_LASTBLOCK_ALMOST_EMPTY_DEASSERT
650,TRACE_PME_SECTOR_GROUP_DATA_BLOCK_COUNT
651,TRACE_PME_SECTOR_GROUP_DC0_COUNT
652,TRACE_PME_SECTOR_GROUP_DC1_COUNT
653,TRACE_PME_FLOWCONTROL_DC0_SEEN
654,TRACE_PME_FLOWCONTROL_DC1_SEEN
655,TRACE_PME_FLOWCONTROL_CPU_SEEN
656,TRACE_PME_SECOND_TO_LAST_BLOCK
657,TRACE_PME_FLOWCONTROL_DATA_BLOCK_EXPECTED
658,TRACE_ALMOSTEMPTY_NSTATUS
659,TRACE_VAB_BS_PREAUTH
660,TRACE_VAB_BS_PREAUTH_AUTH
661,TRACE_VAB_BS_PREAUTH_HASH
662,TRACE_VAB_INVALID_SRC
663,TRACE_VAB_INVALID_PARAM
664,TRACE_VAB_INVALID_COMMAND
665,TRACE_DDR_RETN_DISABLED
666,TRACE_DDR_RETN_ERROR
667,TRACE_DDR_RETN_INFO
668,TRACE_DDR_HASH_MATCH
669,TRACE_DDR_HASH_MISMATCH
670,TRACE_DDR_SCRATCH_UPDATED
671,TRACE_SDRAM_LP3_ENTRY
672,TRACE_SDRAM_LP3_ENTRY_TIMEOUT
673,TRACE_SKIP_SDRAM_LP3_ENTRY
674,TRACE_F2S_BRIDGE_DISABLE_TIMEOUT
675,TRACE_FENCE_DRAIN_APS_TRAFFIC_TIMEOUT
676,TRACE_EMPTY_SDMRAM_CNTR_CAMS_TIMEOUT
677,TRACE_CATTRIP_EVENT
678,TRACE_WDT_ERROR
679,TRACE_WDT_EXPIRY
680,TRACE_COMPACT_CERT_PROG
681,TRACE_GENERATE_ATTESTATION_ROOT_KEY
682,TRACE_GENERATE_ATTESTATION_ROOT_KEY_FAILURE
683,TRACE_GENERATE_ATTESTATION_SUB_KEY
684,TRACE_GENERATE_ATTESTATION_SUB_KEY_FAILURE
685,TRACE_GENERATE_ATTESTATION_SUB_KEY_RESPONSE
686,TRACE_GENERATE_ATTESTATION_SUB_KEY_RESPONSE_FAILURE
687,TRACE_DMGR_INBUF_FULL
688,TRACE_INBUF_PB_STATUS
689,TRACE_KEYED_HASH_ERROR
690,TRACE_MBOX_USR_DEFINED_FUSES_PROGRAM
691,TRACE_MBOX_USR_DEFINED_FUSES_READ
692,TRACE_MBOX_USR_DEFINED_FUSES_READ_INF
693,TRACE_MBOX_USR_DEFINED_FUSES_READ_FAIL
694,TRACE_MBOX_USR_DEFINED_FUSES_PROGRAM_INF
695,TRACE_MBOX_USR_DEFINED_FUSES_PROGRAM_FAIL
696,TRACE_ANTI_TAMPER_INIT_ERROR
697,TRACE_ANTI_TAMPER_TIMER_INIT_ERROR
698,TRACE_ANTI_TAMPER_TABLE_SKIPPED
699,TRACE_PARSING_ANTI_TAMPER_TABLE
700,TRACE_ANTI_TAMPER_PARSE_ERROR
701,TRACE_FREQ_DET_ISR
702,TRACE_BBRAM_KEY_NOT_ZEROED
703,TRACE_BBRAM_KEY_ZERORIZE_FAILED
704,TRACE_BBRAM_KEY_REG_CLEAN_FAILED
705,TRACE_BBRAM_KEY_WRAPPING_FAILURE
706,TRACE_UKV_KEY_REG_CLEAN_FAILED
707,TRACE_UKV_KEY_RAM_CLEAN_FAILED
708,TRACE_UKV_KEY_ZERORIZE_FAILED
709,TRACE_UKV_KEY_CLEAN_CONFIRMED
710,TRACE_EFUSE_KEYREG_CLEAN_FAILED
711,TRACE_ZERO_CHECK_FAIL
712,TRACE_ANTI_TAMPER_VOLTAGE_INIT_ERROR
713,TRACE_ANTI_TAMPER_VOLTAGE_ENABLE_ERROR
714,TRACE_ANTI_TAMPER_TEMP_INIT_ERROR
715,TRACE_ANTI_TAMPER_TEMP_ENABLE_ERROR
716,TRACE_ANTI_TAMPER_NOT_SUPPORTED_ERROR
717,TRACE_USER_REG_CLEAR_FAIL
718,TRACE_ACTION_OPERATION_SECTOR_ZERO_CHECK
719,TRACE_CONFIG_DMA_OWNER
720,TRACE_NCFG_GPR62_VALUE
721,TRACE_NCFG_FSM_TRIGGER
722,TRACE_NCFG_FSM_JTAG_WDT_RUN
723,TRACE_NCFG_FSM_JTAG_WDT_STOP
724,TRACE_NCFG_FSM_STATES
725,TRACE_NCFG_FSM_INVALID_SOURCE_STATE
726,TRACE_NCFG_FSM_INTERRUPT
727,TRACE_NCFG_FSM_INTERRUPT_UNHANDLED
728,TRACE_NCFG_FSM_INTR_STATE_PREPARE
729,TRACE_NCFG_FSM_INTR_STATE_WIPE
730,TRACE_NCFG_FSM_INTR_STATE_ERROR_WIPE
731,TRACE_NCFG_FSM_INTR_STATE_JTAG_WDT
732,TRACE_NCFG_NOC_BUS_ERR_INTERRUPT
733,TRACE_NCFG_NOC_BUS_ERR_ASSERT_COLD_RESET
734,TRACE_NCFG_NOC_BUS_ERR_INTR_UNHANDLED
735,TRACE_NCFG_WDT_FW_RSP_TIMER_INTERRUPT
736,TRACE_NCFG_WDT_FW_RSP_TIMER_INTR
737,TRACE_NCFG_WDT_FW_RSP_TIMER_INTR_UNHANDLED
738,TRACE_NCFG_DEADLOOP_ERROR_CODE
739,TRACE_NCFG_RECOVERY_RESET_WIPE
740,TRACE_ECDSA_SERVICE_HDLR
741,TRACE_ECDSA_SERVICE
742,TRACE_ECDSA_SERVICE_APP
743,TRACE_ST_CORE_IDLE_STATE_CB_ERROR
744,TRACE_ST_CORE_INPUT_ERROR
745,TRACE_ST_CORE_CONFIG_STATE_WIPE
746,TRACE_ST_CORE_CONFIG_STATE_CONFIGURE
747,TRACE_ST_CORE_CONFIG_STATE_IDLE
748,TRACE_ST_CORE_BIG_HAMMER_FATAL
749,TRACE_ERROR_BITSTREAM_SOURCE
750,TRACE_MBOX_CMD_SDM_PUF_ENROL_INTEL
751,TRACE_MBOX_CMD_GET_ATTESTATION_MANIFEST
752,TRACE_EFUSE_TEST_ATTEST_DERIVE
753,TRACE_EFUSE_TEST_ATTEST_DERIVE_PUBKEY
754,TRACE_EFUSE_TEST_ATTEST_GEN_MANIFEST
755,TRACE_EFUSE_TEST_ATTEST_FILL_PUBKEY
756,TRACE_INFO_IGNORE_AT_ENABLED_INTERNAL_OSC
757,TRACE_ACTION_RECOVERY
758,TRACE_ACTION_RECOVERY_ERROR
759,TRACE_PRE_LSM_RECOVERY
760,TRACE_PRE_LSM_RECOVERY_ERROR
761,TRACE_MBOX_RECONFIG_PR_DEBUG_INFO
